Date,Year,Companies,Transaction Type,Deal Value,Key Details,Source File,SDC Deal No,Date Announced,Rank Date,Rank Value inc. Net Debt of Target,Target Full Name,Target PermID,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror PermID,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,M&A TRBC Activity,M&A Type,Deal Status,Deal Synopsis,Target Business Description,Acquiror Short Business Description,Acquisition Techniques,Buyouts or Financial Sponsor Involvement Flag,Deal Type,Cross Border Deal Flag,Enterprise Value at Announcement,Enterprise Value at Effective Date,Target Market Value 4 Weeks Prior to Announcement,Acquiror Market Value 4 Weeks Prior to Announcement,Premium Paid - 1 Day Prior to Announcement,Premium Paid - 1 Week Prior to Announcement,Premium Paid - 4 Weeks Prior to Announcement,Ratio of Transaction Value to Sales,Ratio of Deal Value to EBIT,Ratio of Deal Value to EBITDA,Ratio of Deal Value to Net Income,Target Stock Price on Announcement Day,Research & Development Expense Last 12 Months,Research & Development Expense 2 Years Prior,Research & Development Expense 3 Years Prior,Defensive Tactics,Defensive Tactics Flag,EBIT Margin,EBIT 3 Year Growth Rate Percentage,EBIT 5 Year Growth Rate Percentage,EBITDA 3 Year Growth Rate,EBITDA 5 Year Growth Rate,Net Sales 2 Year Growth Rate,Net Sales 3 Year Growth Rate,Leveraged Buyout Flag,Date Withdrawn,Date Originally Announced,Target High Share Price Last 12 Months,Corresponding transcript,Unnamed: 53
2023-10-31,2023,Aileron acquiring Lung Therapeutics,Acquisition,Undisclosed,LTI-03 for idiopathic pulmonary fibrosis,2023-Oct-31-RNTX.OQ,4152927020.0,2023-10-31,2023-10-31,0.42,Lung Therapeutics Inc,,Healthcare,Biotechnology,United States,Aileron Therapeutics Inc,,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Aileron Therapeutics Inc (Aileron) acquired the entire share capital of Lung Therapeutics Inc, an Austin-based provider of biotechnology research and development services, in a stock swap transaction valued at USD 0.42 mil. The shares were valued based on Aileron's closing stock price of USD 1.22 on 30 October 2023, the last full trading day prior to the announcement.","Lung Therapeutics Inc is a provider of biotechnology research and development services. The Company was founded in November 2012 and is located in Austin, Texas.",Research and Development in Biotechnology,Stock Swap,False,Disclosed Value,False,0.42,0.42,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2023-10-31,,2023-Oct-31-RNTX.OQ-140812271691-Transcript,
2023-11-13,2023,Basilea acquiring Fosmanogepix,Asset Acquisition,Undisclosed,Phase III antifungal from Amplyx,2023-Nov-13-BSLN.S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-Nov-13-BSLN.S-137942276120-Transcript,
2023-11-13,2023,Selecta + Cartesian Therapeutics merger,Merger,Undisclosed,RNA-cell therapy for autoimmune,2023-Nov-13-RNAC.OQ,4157803020.0,2023-11-13,2023-11-13,6.81,Cartesian Therapeutics Inc,,Healthcare,Biotechnology,United States,Selecta Biosciences Inc,,Healthcare,Biotechnology,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Selecta Biosciences Inc (Selecta), a unit of Rusnano JSC, merged with Cartesian Therapeutics Inc, a Gaithersburg-based provider of biotechnology research and development services, in exchange for 7.109 mil Selecta common shares valued at total USD 6.81 mil, in a stock swap transaction. The shares were valued based on Selecta's closing stock price of USD 0.958 on 10 November 2023, the last full trading day prior to the announcement. On completion, Selecta was renamed into Cartesian Therapeutics Inc and changed its ticker symbol to RNAC.","Cartesian Therapeutics Inc is a manufacturer of biological products. The Company was founded in 2016 and is located in Gaithersburg, Maryland.",Research and Development in Biotechnology,Financial Acquiror|Stock Swap,True,Disclosed Value,True,6.81,6.81,,173.829,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2023-11-13,,2023-Nov-13-RNAC.OQ-137490401625-Transcript,
2023-11-30,2023,AbbVie acquiring ImmunoGen,Acquisition,Undisclosed,ADC portfolio for solid tumors,2023-Nov-30-ABBV.N,4163608020.0,2023-11-30,2023-11-30,9712.091,ImmunoGen Inc,,Healthcare,Biotechnology,United States,AbbVie Inc,,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - AbbVie Inc acquired the entire share capital of ImmunoGen Inc (ImmunoGen), a Waltham-based provider of biotechnology research and development services, for USD 31.26 in cash per share, or a total USD 10.22 bil. On completion, ImmunoGen was delisted from NASDAQ.","ImmunoGen Inc, located in Waltham, Massachusetts, is a biotechnology company targeting anticancer therapeutics. It develops cancer-cell killing agents attached to antibodies for targeted delivery to tumor cells. The Company was founded in March 1981.",Pharmaceutical Preparation Manufacturing,Not Applicable,False,Disclosed Value,False,8881.57568684,9507.79392,,252930.891,,,,35.532,-127.451,0.0,-139.001,29.35,207.752,151.117,114.592,Not Applicable,False,-0.279,0.0,0.0,0.0,0.0,55.723,-9.322,False,,2023-11-30,20.05,2023-Nov-30-ABBV.N-137107340647-Transcript,
2023-12-07,2023,AbbVie acquiring Cerevel Therapeutics,Acquisition,Undisclosed,Neuroscience portfolio expansion,2023-Dec-07-ABBV.N,4165904020.0,2023-12-06,2023-12-06,8360.059,Cerevel Therapeutics Holdings Inc,,Healthcare,Pharmaceuticals,United States,AbbVie Inc,,Healthcare,Pharmaceuticals,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - AbbVie Inc acquired the entire share capital of Cerevel Therapeutics Holdings Inc, a Cambridge-based manufacturer of pharmaceutical preparation, for USD 45 in cash per share, or a total of USD 8.7 bil in cash.","Cerevel Therapeutics Holdings Inc, located in Cambridge, Massachusetts, is a manufacturer of pharmaceutical preparation. It is focused on neuroscience that combines an understanding of disease-related biology and neurocircuitry of the brain with advanced chemistry and central nervous system (CNS) target receptor selective pharmacology to discover and design new therapies. It focuses on transform the lives of patients through the development of new therapies for neuroscience diseases, including schizophrenia, Alzheimers disease psychosis, epilepsy, panic disorder and Parkinsons disease. Its pipeline candidates include Emraclidine, Darigabat, Tavapadon and CVL-871. Emraclidine is a positive allosteric modulator (PAM), that selectively targets the muscarinic acetylcholine 4 receptor subtype (M4). Darigabat is a PAM that selectively targets the alpha 2/3/5 subunits of the GABAA receptor. Tavapadon is a selective dopamine D1/D5 receptor partial agonist that it is developing for the treatment of Parkinsons disease. The Company was founded in 2018.",Pharmaceutical Preparation Manufacturing,Not Applicable,False,Disclosed Value,False,8284.38651,7262.28468,4411.405,,26.44,77.51,83.9,,-20.967,0.0,-22.138,36.93,318.826,161.855,103.303,Not Applicable,False,0.0,0.0,0.0,0.0,,,0.0,False,,2023-12-06,35.59,2023-Dec-07-ABBV.N-137220357757-Transcript,
2023-12-11,2023,Sigma Healthcare + Chemist Warehouse merger,Merger,$700M,Australian healthcare consolidation,2023-Dec-11-SIG.AX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-Dec-11-SIG.AX-137709989012-Transcript,
2023-12-13,2023,Pfizer acquiring Seagen (closing),Acquisition,~$43B,ADC technology platform completion,2023-Dec-13-PFE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-Dec-13-PFE.N-138510286660-Transcript,
2023-12-22,2023,Bristol-Myers Squibb acquiring Karuna,Acquisition,Undisclosed,KarXT for schizophrenia,2023-Dec-22-BMY.N,4173632020.0,2023-12-22,2023-12-22,13062.888,Karuna Therapeutics Inc,,Healthcare,Biotechnology,United States,Bristol-Myers Squibb Co,,Healthcare,Pharmaceuticals,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Bristol-Myers Squibb Co (Bristol) merged with Karuna Therapeutics Inc (Karuna), a Boston-based biopharmaceutical company creating medicines for people living with psychiatric and neurological conditions, for USD 330 in cash per share, or a total value of USD 14.404 bil. On Completion, Karuna was delisted on Nasdaq.","peripheral tissues. KarXT Karuna Therapeutics Inc, located in Boston, Massachusetts, is a clinical-stage biopharmaceutical company. The Company creates and delivers transformative medicines for people living with psychiatric and neurological conditions. Its pipeline is primarily built on the therapeutic potential of its product candidate, KarXT (xanomeline-trospium), an oral modulator of muscarinic receptors that are located both in the central nervous system (CNS), and various peripheral tissues. KarXT combines xanomeline, a novel muscarinic agonist, with trospium, an approved muscarinic antagonist, to preferentially stimulate muscarinic receptors in the CNS. The Company is developing KarXT for the treatment of acute psychosis in adults with schizophrenia, as well as for the treatment of psychosis in Alzheimer's disease (AD). The Company is also engaged in developing its investigational TRPC4/5 candidate, KAR-2618, for the treatment of mood and anxiety disorders, and plan to provide details regarding the expected development of KAR-2618. The Company was founded in July 2009.",Manufactures pharmaceuticals and medical products,Not Applicable,True,Disclosed Value,False,12948.43607,12890.94611,7225.169,101249.545,53.35,50.16,73.07,2428.253,-31.994,0.0,-36.368,317.85,347.913,128.2,43.408,Not Applicable,False,-75.898,0.0,0.0,0.0,0.0,-71.223,0.0,False,,2023-12-22,240.22,2023-Dec-22-BMY.N-138291692182-Transcript,
2024-01-04,2024,ATAI investing in Beckley Psytech,Strategic Investment,Undisclosed,5-MeO-DMT psychedelic programs,2024-Jan-04-ATAI.OQ,4194442040.0,2024-01-04,2024-01-04,50.0,Beckley Psytech Ltd,5074853962,Healthcare,Biotechnology,United Kingdom,atai Life Sciences NV,5080054459,Healthcare,Biotechnology,Germany,Biotechnology & Medical Research (NEC),Stake Purchases Deal,Completed,"UK - atai Life Sciences NV of Germany acquired a 35.5% stake in Beckley Psytech Ltd, an Oxford-based provider of biotechnology research and development services, for a total GBP 39.488 mil (USD 50 mil), in a privately negotiated transaction.","Beckley Psytech Ltd is a clinical-stage biotechnology company dedicated to improving the lives of people suffering from neuropsychiatric disorders by developing a pipeline of psychedelic compounds into licensed pharmaceutical medicines. The company's pipeline focuses on developing psychedelic medicines to facilitate innovation and clear differentiation in the marketplace over existing treatment options, enabling patients suffering from neurological and psychiatric disorders to get alternative assistance over currently available neuropsychiatric treatments. The Company was founded in 2019 and is located in Oxford, the United Kingdom.",Research and Development in Biotechnology,Privately Negotiated Purchase,False,Stake Purchase,True,141.225295504051,141.225295504051,,,,,,,-6.056,0.0,-8.208,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-01-04,,2024-Jan-04-ATAI.OQ-137123377041-Transcript,
2024-01-30,2024,AVROBIO + Tectonic Therapeutic merger,Merger,$130.7M PIPE,"GPCR-focused, $165M combined cash",2024-Jan-30-TECX.OQ,4192837020.0,2024-01-30,2024-01-30,130.7,Tectonic Therapeutic Inc,5080071274,Healthcare,Biotechnology,United States,Investor Group,,Financials,Other Financials,United States,Biotechnology & Medical Research (NEC),Stake Purchases Deal,Completed,"US - An investor group, comprised of TAS Partners LLC, PagsGroup LLC, Farallon Capital Management LLC, 5AM Venture Management LLC, EcoR1 Capital LLC, Polaris Growth Management LLC and Vida Ventures LLC acquired an undisclosed minority stake in Tectonic Therapeutic Inc, a Watertown-based provider of biotechnology research and development services, a unit of Tectonic Therapeutic Inc, for a total USD 130.7 mil, in a privately negotiated transaction.","Tectonic Therapeutic Inc, located in Watertown, Massachusetts, is a pre-clinical stage biotechnology company engaged in developing a G-protein-coupled receptors (GPCR)-targeted therapies. The Company was founded in June 2019.",Investor group,Acquiror Is An Investor Group|Financial Acquiror|Privately Negotiated Purchase,True,Stake Purchase,False,,,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-01-30,,2024-Jan-30-TECX.OQ-140516957207-Transcript,
2024-03-14,2024,First Wave acquiring ImmunogenX,Acquisition,All-stock,Latiglutenase for celiac disease,2024-Mar-14-ENTO.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-Mar-14-ENTO.OQ-137637633506-Transcript,
2024-03-14,2024,Eris acquiring Biocon Biologics,Acquisition,Undisclosed,"Insulin brands, sterile injectables",2024-Mar-14-ERIS.NS,4208069040.0,2024-03-14,2024-03-14,149.963776865491,Biocon Biologics Ltd-BFI Business,,Healthcare,Biotechnology,India,Eris Lifesciences Ltd,5037652293,Healthcare,Pharmaceuticals,India,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"INDIA - Eris Lifesciences Ltd acquired bfi business of Biocon Biologics Ltd, a Bengaluru-based manufacturer of biological products, ultimately owned by Biocon Ltd, for a total INR 12.42 bil (USD 149.964 mil).","Bfi business of Biocon Biologics Ltd, located in India.",Pharmaceutical Preparation Manufacturing,Divestiture,False,Disclosed Value,False,,,,,,,,,0.0,0.0,0.0,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-03-14,,2024-Mar-14-ERIS.NS-137445891335-Transcript,
2024-03-20,2024,Lonza acquiring Roche Vacaville site,Asset Acquisition,$1.2B + CHF 500M investment,World's largest biologics facility,2024-Mar-20-LONN.S,4210977020.0,2024-03-20,2024-03-20,1200.0,"Genentech Inc-Biologics Manufacturing Facility,Vacaville,California",,Healthcare,Biotechnology,United States,Lonza Group AG,5000030891,Healthcare,Pharmaceuticals,Switzerland,Biopharmaceuticals,Disclosed Dollar Value Deal,Completed,"US - Lonza Group AG of Switzerland, a unit of Lonza Group AG, acquired Vacaville biologics manufacturing facility of Genentech Inc, a South San Francisco-based manufacturer of pharmaceutical company, ultimately owned by Roche Holding AG, for USD 1.2 bil in cash.","Biologics Manufacturing Facility of Genentech Inc, located in Vacaville, California, is a manufacturer of mammalian therapies with a bioreactor capacity of 330,000 liters.",Pharmaceutical Preparation Manufacturing,Divestiture,False,Disclosed Value,True,,,,37271.167,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-03-20,,2024-Mar-20-LONN.S-139761648741-Transcript,
2024-03-28,2024,Avalo acquiring AlmataBio,Acquisition,$185M PIPE,AVTX-009 anti-IL-1β for hidradenitis,2024-Mar-28-AVTX.OQ,4216745020.0,2024-03-27,2024-03-27,20.924,AlmataBio Inc,5086911098,Healthcare,Biotechnology,United States,Avalo Therapeutics Inc,5036216067,Healthcare,Biotechnology,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Avalo Therapeutics Inc (Avalo) acquired the entire share capital of AlmataBio Inc, an Atlanta-based manufacturer of biological products, for an estimated USD 20.924 mil, in a stock swap transaction. The consideration consisted of the issuance of 0.2 mil Avalo common shares valued at USD .924 mil, and up to USD 20 mil in profit-related payments. The shares were valued based on Avalo's closing stock price of USD 4.62 on 26 February 2024, the last full trading day prior to the announcement.","AlmataBio Inc, located in Atlanta, Georgia, is a manufacturer of biological products. The Company was founded in 2023.",Research and Development in Biotechnology,Stock Swap,False,Disclosed Value,False,20.924,20.924,,3.647,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-03-27,,2024-Mar-28-AVTX.OQ-139733465882-Transcript,
2024-04-02,2024,Onconova + Trawsfynydd merger,Merger,$14M PIPE,"Next-gen antivirals, $28M cash",2024-Apr-02-TRAW.OQ,4225488020.0,2024-04-01,2024-04-01,108.212,Trawsfynydd Therapeutics Inc,5086950405,Healthcare,Biotechnology,United States,Onconova Therapeutics Inc,4296964002,Healthcare,Pharmaceuticals,United States,Biotechnology & Medical Research (NEC),Disclosed Dollar Value Deal,Completed,"US - Onconova Therapeutics Inc merged with Trawsfynydd Therapeutics Inc, a Rockville-based provider of biotechnology research and development services, for a total USD 108.212 mil, in a stock swap transaction. On completion, the merged entity was named Traws Pharma Inc and listed on Nasdaq under ticker symbol TRAW.","Trawsfynydd Therapeutics Inc, located in Rockville, Maryland, operator of an antiviral drug development company intended to reduce disease and death among people with respiratory viral diseases including COVID and Influenza. The company focuses on dismantling the facilities in a safe and environmentally responsible manner, including the removal of radioactive materials and the long-term management of waste products, helping users' site safety and minimizing its environmental impact for future generations. The Company was founded in 2021.",Manfr pharma preparations,Stock Swap,False,Disclosed Value,False,108.212,108.212,,0.781,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-04-02,,2024-Apr-02-TRAW.OQ-138134018408-Transcript,
2024-04-03,2024,Genmab acquiring ProfoundBio,Acquisition,Undisclosed,Rina-S folate receptor ADC,2024-Apr-03-GMAB.CO,4217934020.0,2024-04-03,2024-04-03,1800.0,ProfoundBio US Co,5083620868,Healthcare,Biotechnology,United States,Genmab A/S,4295866092,Healthcare,Biotechnology,Denmark,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Genmab A/S of Denmark acquired ProfoundBio US Co, a Seattle-based provider of biotechnology research and development services, for an estimated USD 1.8 bil in cash. The transaction included ProfoundBio (Suzhou) Co Ltd.","ProfoundBio US Co, located in Seattle, Washington, is a clinical-stage biotechnology company. It researches and develops drug candidates for treatment of tumors and hematological diseases. Its current drug portfolio includerinatabart sesutecan (Rina-S; PRO1184), an ADC targeting FR; PRO1160, an ADC targeting CD70; PRO1107, an ADC targeting PTK7; and PRO1286, a bispecific ADC targeting EGFR and cMET. The Company was founded in 2018.",Research and Development in Biotechnology,Not Applicable,True,Disclosed Value,True,,,,18975.988,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-04-03,,2024-Apr-03-GMAB.CO-139824494192-Transcript,
2024-04-03,2024,Kintara + TuHURA merger,Merger,Undisclosed,IFx-2.0 personalized vaccines,2024-Apr-03-HURA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-Apr-03-HURA.OQ-138939504868-Transcript,
2024-04-05,2024,J&J acquiring Shockwave Medical,Acquisition,Undisclosed,Intravascular lithotripsy technology,2024-Apr-05-JNJ.N,,2024-04-05,2024-04-05,,"Shockwave Medical, Inc.",,Healthcare/Medical Technology,Medical Devices,United States,Johnson & Johnson,,,,United States,,Disclosed Dollar Value Deal,Completed,,,,,False,Financial Acquiror|Stock Swap,False,13100,13100,,,4.7,,17.0,,,,,,,,,,,,,,,,,,False,,,,2024-Apr-05-JNJ.N-137837214194-Transcript,
2024-04-23,2024,Incyte acquiring Escient Pharmaceuticals,Acquisition,$750M,MRGPR antagonists portfolio,2024-Apr-23-INCY.OQ,4226324020.0,2024-04-23,2024-04-23,750.0,Escient Pharmaceuticals Inc,5063321269,Healthcare,Biotechnology,United States,Incyte Corp,4295906783,Healthcare,Biotechnology,United States,Bio Therapeutic Drugs,Disclosed Dollar Value Deal,Completed,"US - Incyte Corp acquired Escient Pharmaceuticals Inc, a San Diego-based manufacturer of biological products, for a total USD 750 mil in cash.","Escient Pharmaceuticals Inc, located in San Diego, California, is a clinical-stage company focused on developing novel therapeutics to address a broad range of neurosensory-inflammatory disorders. Its pipeline includes two first-in-class small molecule antagonists targeting MRGPRX2 for the treatment of various mast cell mediated disorders and MRGPRX4 for cholestatic pruritus. The Company was founded in 2017.",Medical Laboratories,Not Applicable,True,Disclosed Value,False,,,,12696.953,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-04-23,,2024-Apr-23-INCY.OQ-137566161265-Transcript,
2024-04-29,2024,Phibro acquiring Zoetis MFA business,Asset Acquisition,$350M,Medicated feed additives,2024-Apr-29-PAHC.OQ,4228803020.0,2024-04-28,2024-04-28,350.0,Zoetis Inc-Medicated Feed Additive Portfolio,,Healthcare,Pharmaceuticals,United States,Phibro Animal Health SA,,Healthcare,Pharmaceuticals,Belgium,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Phibro Animal Health SA of Belgium, a unit of Phibro Animal Health Corp, acquired the Medicated Feed Additive Portfolio of Zoetis Inc, a Parsippany-based manufacturer of pharmaceutical preparation, for USD 350 mil in cash. The assets include the equity interests of Zoetis Medolla Manufacturing Srl and Zoetis Suzhou Manufacturing Co Ltd and the acquisition of certain assets from Zoetis and its subsidiaries.","Medicated feed additive portfolio of Zoetis Inc, located in Parsippany, New Jersey.",Pharmaceutical Preparation Manufacturing,Divestiture,False,Disclosed Value,False,,,,,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-04-28,,2024-Apr-29-PAHC.OQ-138985925963-Transcript,
2024-06-17,2024,Hikma acquiring Xellia differentiated portfolio,Asset Acquisition,Undisclosed,Vanco Ready premix + pipeline,2024-Jun-17-HIK.L,4251162020.0,2024-06-17,2024-06-17,185.0,Xellia Pharmaceuticals ApS-US Finished Dosage Forms Business & Assets,,Healthcare,Pharmaceuticals,United States,Hikma Pharmaceuticals PLC,4295897408,Healthcare,Pharmaceuticals,United Kingdom,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Hikma Pharmaceuticals PLC of the UK acquired US Finished Dosage Forms Business & Assets of Xellia Pharmaceuticals ApS (Xellia), a Copenhagen-based manufacturer of pharmaceutical preparation, owned by Novo Holdings A/S, for a total USD 185 mil. The consideration was consisted of USD 135 mil in cash and up to USD 50 mil in profit-related payments. The transaction includes Xellia's R&D center in Zagreb, Croatia.","US Finished Dosage Forms business & assets of Xellia Pharmaceuticals ApS, located in Delaware. This includes a commercial portfolio and pipeline of differentiated products, a manufacturing facility in Cleveland, Ohio, sales and marketing capabilities, and an R&D center in Zagreb, Croatia.",Pharmaceutical Preparation Manufacturing,Divestiture,True,Disclosed Value,True,,,,5561.554,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-06-17,,2024-Jun-17-HIK.L-140936067888-Transcript,
2024-06-19,2024,Suven acquiring Sapala Organics,Acquisition,Undisclosed,Oligonucleotide CDMO platform,2024-Jun-19-COHA.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-Jun-19-COHA.NS-139372277327-Transcript,
2024-06-24,2024,ANI acquiring Alimera Sciences,Acquisition,$381M ($5.50 + $0.50 CVR),ILUVIEN ophthalmology,2024-Jun-24-ANIP.OQ,4254260020.0,2024-06-24,2024-06-24,369.929,Alimera Sciences Inc,4296927285,Healthcare,Pharmaceuticals,United States,ANI Pharmaceuticals Inc,4295902157,Healthcare,Pharmaceuticals,United States,Biopharmaceuticals,Disclosed Dollar Value Deal,Completed,"US - ANI Pharmaceuticals Inc definitively acquired the entire share capital of Alimera Sciences Inc, an Alpharetta-based manufacturer of pharmaceutical preparation, for a total USD 314.331 mil. The consideration consisted of USD 288.137 mil in cash, and up to USD 26.194 mil in contingent value right per share.","Alimera Sciences Inc, located in Alpharetta, Georgia, is a global pharmaceutical company that specializes in the commercialization and development of prescription ophthalmic retinal pharmaceuticals. It is engaged in developing and commercializing ILUVIEN for the treatment of diabetic macular edema (DME), a cause of blindness, and outside the United States for non-infectious uveitis affecting the posterior segment of the eye (NIU-PS). The Company was founded in June 4, 2003.",Biopharma Co,Not Applicable,False,Disclosed Value,False,383.011316,369.846122,160.978,1285.368,90.48,84.62,103.39,3.484,-337.265,30.759,-14.678,5.54,16.823,16.228,13.778,Not Applicable,False,-0.01,0.0,0.0,0.0,0.0,49.188,16.963,False,,2024-06-24,4.32,2024-Jun-24-ANIP.OQ-138639265577-Transcript,
2024-06-26,2024,Dr. Reddy's acquiring Nicotinell,Asset Acquisition,£500M (£458M + £42M earnout),Global NRT from Haleon,2024-Jun-26-REDY.NS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-Jun-26-REDY.NS-138321863230-Transcript,
2024-07-10,2024,Amylyx acquiring Avexitide,Asset Acquisition,Undisclosed,"GLP-1 antagonist, breakthrough therapy",2024-Jul-10-AMLX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-Jul-10-AMLX.OQ-140978403618-Transcript,
2024-07-26,2024,Mankind acquiring Bharat Serums,Acquisition,Undisclosed,"Fertility business, super specialty",2024-Jul-26-MNKI.NS,4235718040.0,2024-07-25,2024-07-25,1644.72583920679,Bharat Serums & Vaccines Ltd,4297450309,Healthcare,Biotechnology,India,Mankind Pharma Ltd,4298409901,Healthcare,Pharmaceuticals,India,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"INDIA - Mankind Pharma Ltd acquired the entire share capital of Bharat Serums & Vaccines Ltd, a Mumbai-based manufacturer of biological products, from Miransa Ltd, a unit of Advent International Corp, from Ansamira Ltd, ultimately owned by Advent International Corp, Miransa Ltd, a unit of Advent International Corp, Bhaskar Iyer and Abhijit Mukherjee for INR 137.68 bil (USD 1.645 bil). Originally, in Dec 2023, BSV was rumored to be seeking a buyer for the Company. KKR, Blackstone, Carlyle, Mankind Pharma were named as potential bidders.","Bharat Serums & Vaccines Ltd is a manufacturer of biological products. It researches, develops, manufactures and markets injectable biological, pharmaceutical and biotech products. The Company was founded in 1971 and is located in Navi Mumbai, India.",Pharmaceutical Preparation Manufacturing,Divestiture|Rumored Deal|Financial Acquiror,True,Disclosed Value,False,1644.52938365982,1637.95564861521,,,,,,12.976,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,32.329,16.079,False,,2023-12-04,,2024-Jul-26-MNKI.NS-138771490244-Transcript,
2024-07-29,2024,Collegium acquiring Ironshore,Acquisition,Undisclosed,"Jornay PM ADHD, $100M+ revenue",2024-Jul-29-COLL.OQ,4266063020.0,2024-07-29,2024-07-29,550.0,Ironshore Pharmaceuticals Inc,5046434179,Healthcare,Pharmaceuticals,United States,Collegium Pharmaceutical Inc,5045917401,Healthcare,Pharmaceuticals,United States,Pharmaceuticals (NEC),Disclosed Dollar Value Deal,Completed,"US - Collegium Pharmaceutical Inc acquired the entire share capital of Ironshore Pharmaceuticals Inc, a Morrisville-based manufacturer of pharmaceutical preparation, for a total USD 550 mil. The consideration consisted of USD 525 mil in cash and USD 25 mil in profit-related payments.","Ironshore Pharmaceuticals Inc is a manufacturer of pharmaceutical preparation. The Company was founded in 2008 and is located in Morrisville, North Carolina.",Mnfr Pharmaceutical preparation,Financial Acquiror,True,Disclosed Value,False,550,550,,12552.853,,,,,0.0,0.0,,,,,,Not Applicable,False,0.0,0.0,0.0,,,,0.0,False,,2024-07-29,,2024-Jul-29-COLL.OQ-138007890846-Transcript,
